鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,floor,parking,parking_price
萬華區,房地(土地+建物),臺北市萬華區成都路91~120號,4.49,商,,,1081206,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961025,52.2,2,1,1,有,有,10500000,201149,,0.0,0,含增建或未登記建物。;,RPQNMLMLJHPFFBA37CA,14,0,0.0
大同區,房地(土地+建物),臺北市大同區民權西路211~240號,6.02,其他,,,1090107,土地3建物1車位0,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,63.45,2,2,1,有,有,14880000,234515,,0.0,0,,RPOPMLNJKHPFFBA37CA,19,0,0.0
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路428巷1~30號,13.08,住,,,1081215,土地1建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080506,111.38,2,1,1,有,有,17500000,157120,坡道平面,30.74,0,,RPTNMLMLJHPFFCA77CA,20,1,4829868.8
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街121~150號,32.06,住,,,1081126,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931222,229.0,4,2,3,有,有,50530000,220655,坡道平面,28.03,0,含增建或未登記建物。;,RPXNMLMLJHPFFCA18CA,14,1,6184959.65
中山區,房地(土地+建物),臺北市中山區中山北路一段91~120號,13.01,商,,,1080703,土地1建物2車位0,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060330,215.22,0,0,0,無,有,78800000,366137,,0.0,0,,RPQOMLRJKHPFFCA97CA,23,0,0.0
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段91~120號,11.77,商,,,1080703,土地1建物2車位2,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060330,232.14999999999998,0,0,0,無,有,69150000,402005,坡道平面,75.56,6200000,,RPROMLRJKHPFFCA08CA,23,2,30375497.8
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷42弄1~30號,15.57,商,,,1081226,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,204.41,3,2,2,有,有,40000000,226786,坡道平面,41.04,2950000,,RPTNMLKKKHPFFCA57CA,15,1,9307297.44
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段1~30號,38.49,住,,,1081115,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080418,240.32,4,2,3,有,無,41080000,170939,坡道平面,38.92,0,,RPXPMLKKKHPFFCA18CA,15,1,6652945.88
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段421~450號,10.38,商,,,1090114,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070327,114.96,2,1,1,有,有,32000000,296355,升降機械,13.73,2000000,含未登記露臺,RPROMLNJLHPFFCA77CA,15,1,4068954.15
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段411巷61~90號,78.42,住,,,1010719,土地2建物1車位5,五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1051026,596.95,0,0,0,無,有,116970000,223333,坡道平面,127.83,12200000,親友、員工或其他特殊關係間之交易。;.本案係預售屋買賣108/12/26轉讓.停車位5位及全體區分所有權人共用4位,RPPOMLRLKHPFFCA08CA,28,5,28548657.39
大安區,房地(土地+建物),臺北市大安區復興南路二段171巷31~60號,21.91,住,,,1081212,土地1建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,113.11,3,2,2,有,有,23500000,207781,,0.0,0,,RPUNMLOKKHPFFFA38CA,17,0,0.0
大同區,房地(土地+建物),臺北市大同區寧夏路1~30號,4.18,商,,,1081231,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851028,46.34,1,1,1,有,無,8000000,172637,,0.0,0,受債權債務影響或債務抵償之交易。;,RPRPMLLLJHPFFBA67DA,14,0,0.0
中山區,房地(土地+建物),臺北市中山區市民大道三段151~180號,8.91,住,,,1081221,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970602,68.5,2,1,1,有,有,12000000,175182,,0.0,0,含增建或未登記建物。;,RPUOMLMLJHPFFCA08DA,13,0,0.0
大安區,房地(土地+建物)+車位,臺北市大安區和平東路三段391~420號,16.43,住,,,1081214,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,115.75999999999999,1,1,1,有,有,18450000,159381,坡道平面,0.0,0,含增建或未登記建物。;,RPQOMLKMJHPFFFA77CA,14,1,0.0
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段151~180號,15.21,商,,,1081202,土地2建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760526,162.32999999999998,3,2,2,有,有,33880000,208711,坡道平面,0.0,0,,RPXOMLRKKHPFFDA88CA,16,1,0.0
信義區,房地(土地+建物),臺北市信義區嘉興街301~330號,6.87,住,,,1081215,土地3建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840216,65.14,2,2,1,有,有,14000000,214922,,0.0,0,含增建或未登記建物。;,RPPNMLKKKHPFFDA27CA,16,0,0.0
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段411巷61~90號,77.46,住,,,1010719,土地2建物1車位5,五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1051026,591.8399999999999,0,0,0,無,有,110140000,217969,坡道平面,127.83,9000000,親友、員工或其他特殊關係間之交易。;本案係預售屋買賣108/12/26轉讓.停車位5位及全體區分所有權人共用4位,RPROMLRLKHPFFCA28CA,28,5,27862977.27
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段416巷31~60號,53.48,住,,,1081227,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,206.68,4,2,2,有,有,32500000,157248,坡道平面,0.0,0,,RPWNMLLMJHPFFBA97CA,14,1,0.0
大同區,房地(土地+建物)+車位,臺北市大同區昌吉街1~30號,29.87,住,,,1081231,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010112,284.21,3,2,2,有,有,43600000,153408,坡道平面,0.0,0,,RPWOMLKMJHPFFBA97CA,14,2,0.0
大同區,房地(土地+建物)+車位,臺北市大同區延平北路三段1~30號,9.65,其他,,,1081202,土地3建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,121.67999999999999,2,2,1,有,有,24600000,202170,坡道機械,19.67,0,,RPXOMLNJKHPFFBA18CA,19,1,3976683.9000000004
南港區,房地(土地+建物)+車位,臺北市南港區東明街1~30號,32.05,住,,,1081229,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980312,186.27999999999997,4,2,2,有,有,36500000,195942,坡道平面,38.76,0,,RPVNMLLMJHPFFDA08CA,15,1,7594711.92
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段31~60號,25.83,商,,,1090103,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940728,150.44,4,2,2,有,有,22200000,147567,坡道平面,33.44,0,含增建或未登記建物。;,RPTNMLLMJHPFFEA97CA,14,1,4934640.4799999995
北投區,房地(土地+建物),臺北市北投區中和街1~30號,9.3,其他,,,1081229,土地4建物1車位0,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890329,76.3,1,1,1,有,有,13000000,170380,,0.0,0,含增建或未登記建物。;,RPUNMLLMJHPFFEA08CA,17,0,0.0
北投區,房地(土地+建物)+車位,臺北市北投區溫泉路31~60號,21.93,住,,,1081207,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990329,135.63,3,2,1,有,有,15350000,113184,坡道平面,35.9,0,親友、員工或其他特殊關係間之交易。;,RPUPMLMKKHPFFEA28CA,13,1,4063305.5999999996
中正區,房地(土地+建物)+車位,臺北市中正區水源路91~120號,14.34,商,,,1081209,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960302,181.04000000000002,4,2,2,有,有,22100000,126944,坡道平面,30.58,3000000,含增建或未登記建物。,RPRNMLOJKHPFFAA57DA,15,1,3881947.5199999996
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街161巷1~30號,21.88,住,,,1081212,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940712,139.16,2,2,2,有,有,25800000,231610,坡道平面,38.56,2500000,含增建或未登記建物。登記2人所有。,RPVPMLLMJHPFFCA28DA,14,1,8930881.6
北投區,房地(土地+建物)+車位,臺北市北投區三合街二段421~450號,24.26,住,,,1081215,土地1建物1車位1,十七層，十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870714,123.30000000000001,4,2,1,有,有,18800000,152474,坡道平面,0.0,2500000,含增建或未登記建物、權利人二人,RPPPMLLMJHPFFEA87DA,18,1,0.0
大安區,房地(土地+建物),臺北市大安區臥龍街271~300號,14.55,住,,,1081203,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871201,59.989999999999995,3,1,1,有,有,12380000,206368,,0.0,0,含增建或未登記建物。,RPROMLOJKHPFFFA18DA,14,0,0.0
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段151~180號,10.93,商,,,1081217,土地2建物2車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990901,150.26999999999998,2,1,1,有,有,33500000,222932,坡道機械,0.0,0,,RPTPMLLLKHPFFDA08CA,15,1,0.0
南港區,房地(土地+建物),臺北市南港區經貿二路157巷31~60號,54.69,住,,,1081206,土地1建物1車位0,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010716,346.78,3,2,2,有,有,78000000,224926,,0.0,0,,RPOOMLNJKHPFFDA47CA,23,0,0.0
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段60巷31~60號,25.3,住,,,1081231,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060407,189.36,3,2,2,有,無,33060000,193665,坡道平面,28.98,2000000,,RPTNMLNJKHPFFCA77CA,19,1,5612411.7
西區,房地(土地+建物)+車位,臺中市西區五權西四街1~30號,11.28,住,,,1081214,土地3建物1車位1,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890803,222.61,3,2,2,有,有,17000000,75863,坡道平面,14.34,1200000,,RPQPMLOJKHPFFAB67CA,29,1,1087875.42
南區,房地(土地+建物),臺中市南區五權南路601~630號,12.15,其他,,,1081218,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811023,103.27,3,2,2,有,有,4000000,38733,,0.0,0,含增建或未登記建物,RPWPMLRJKHPFFAB58CA,14,0,0.0
北區,房地(土地+建物),臺中市北區文心路四段181~210號,6.82,住,,,1081221,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951225,65.60000000000001,1,1,1,有,有,4400000,67073,,0.0,0,含增建或未登記建物。;,RPRNMLLMJHPFFBB57CA,14,0,0.0
北區,房地(土地+建物)+車位,臺中市北區進化北路361~390號,14.93,商,,,1081213,土地1建物1車位1,十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841215,232.42000000000002,3,2,2,有,有,9000000,38723,坡道平面,0.0,0,,RPPNMLLKKHPFFBB27CA,22,1,0.0
北屯區,房地(土地+建物),臺中市北屯區敦化路一段571~600號,12.64,其他,,,1081217,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830415,113.66000000000001,3,2,2,有,有,6330000,55692,,0.0,0,,RPVNMLPKKHPFFBB28CA,16,0,0.0
西屯區,房地(土地+建物)+車位,臺中市西屯區上石路181巷1~30號,21.11,商,,,1081125,土地5建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951003,221.19,3,2,2,有,有,14800000,66911,坡道平面,28.06,0,親友、員工或其他特殊關係間之交易。;,RPROMLMLJHPFFCB77CA,14,1,1877522.66
南屯區,房地(土地+建物)+車位,臺中市南屯區河南路四段690巷1~30號,24.38,住,,,1081207,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950222,255.68,4,2,2,有,有,15750000,61600,坡道平面,45.8,0,,RPQSMLMLJHPFFCB08CA,14,2,2821280.0
南屯區,房地(土地+建物)+車位,臺中市南屯區保安三街31~60號,19.5,住,,,1081211,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891109,141.26,3,2,2,有,有,8800000,62296,坡道平面,15.0,0,,RPPOMLNJKHPFFCB57CA,14,1,934440.0
西屯區,房地(土地+建物)+車位,臺中市西屯區皇城街1~30號,33.5,住,,,1080930,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961226,212.07,4,2,2,有,有,10680000,50361,坡道平面,0.0,0,,RPSPMLOJKHPFFCB08CA,14,1,0.0
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩六街421~450號,51.91,住,,,1081208,土地1建物1車位3,六層，七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010713,402.48,4,2,3,有,有,33200000,82489,坡道平面,108.12,0,,RPPPMLKKKHPFFCB47CA,14,3,8918710.68
西屯區,房地(土地+建物),臺中市西屯區上石路151~180號,5.15,住,,,1090106,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850509,60.14,1,1,1,有,無,3500000,58198,,0.0,0,,RPOOMLOKKHPFFCB67CA,14,0,0.0
南屯區,房地(土地+建物)+車位,臺中市南屯區東興路一段361~390號,45.14,住,,,1081220,土地1建物1車位3,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011018,344.03999999999996,3,2,2,有,有,27800000,80805,坡道平面,105.87,0,,RPOOMLMJKHPFFCB47DA,15,3,8554825.35
潭子區,房地(土地+建物)+車位,臺中市潭子區中山路一段1~30號,11.21,住,,,1081215,土地1建物1車位1,十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831205,139.87,3,2,2,有,有,6550000,46829,坡道機械,0.0,0,,RPTNMLQJKHPFFHB68CA,25,1,0.0
潭子區,房地(土地+建物),臺中市潭子區頭張路一段117巷17弄1~30號,12.61,住,,,1081223,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820511,112.1,3,2,2,有,有,5390000,48082,,0.0,0,,RPTNMLKMJHPFFHB28CA,13,0,0.0
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路151~180號,24.14,商,,,1081224,土地1建物1車位2,十六層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030805,377.56,4,2,3,有,有,39900000,107206,坡道平面,38.96,3600000,,RPUPMLKKKHPFFCB97CA,38,2,4176745.7600000002
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路121~150號,9.84,住,,,1081223,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,119.78,2,2,1,有,有,10080000,90051,坡道平面,22.28,1300000,含增建或未登記建物。,RPVOMLRJKHPFFCB58CA,24,1,2006336.28
南屯區,房地(土地+建物)+車位,臺中市南屯區大業路541~570號,12.14,住,,,1081222,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871203,147.22,3,2,2,有,有,9300000,63171,坡道平面,12.94,0,,RPUPMLPJKHPFFCB38CA,14,1,817432.74
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路31~60號,12.28,住,,,1081226,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960108,111.72999999999999,2,2,1,有,無,7680000,68737,坡道平面,0.0,0,,RPTOMLKKKHPFFCB77CA,15,1,0.0
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路31~60號,33.81,其他,,,1081209,土地1建物1車位3,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010927,461.43,4,2,3,有,有,50000000,108359,坡道平面,133.83,0,親友、員工或其他特殊關係間之交易。;,RPSNMLNJKHPFFCB77CA,22,3,14501684.97
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段61~90號,7.43,住,,,1081222,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950816,127.67,3,2,2,有,有,10400000,82493,坡道機械,18.57,1400000,含增建或未登記建物。,RPTNMLNJKHPFFCB87CA,22,1,1531895.01
北屯區,房地(土地+建物)+車位,臺中市北屯區東山路一段121~150號,17.76,住,,,1090106,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860628,187.31,5,2,2,有,有,9500000,50718,坡道平面,0.0,0,,RPQOMLRJKHPFFBB97CA,15,1,0.0
南區,房地(土地+建物)+車位,臺中市南區高工路91~120號,15.69,住,,,1081213,土地2建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870415,154.25,3,2,2,有,有,6820000,44214,坡道機械,4.67,0,含增建或未登記建物。;,RPWNMLNJKHPFFAB97CA,13,1,206479.38
南區,房地(土地+建物)+車位,臺中市南區忠明南路730巷31~60號,22.92,住,,,1090103,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811120,178.56,3,2,2,有,有,7800000,43680,坡道機械,0.0,0,含增建或未登記建物。;,RPTOMLQJKHPFFAB08CA,14,1,0.0
西區,房地(土地+建物)+車位,臺中市西區五權西四街1~30號,19.85,住,,,1081226,土地3建物1車位4,二十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890803,425.17999999999995,5,2,3,有,無,25000000,58799,坡道平面,61.74,0,親友、員工或其他特殊關係間之交易。;,RPXOMLTKKHPFFAB88CA,29,4,3630250.2600000002
北屯區,房地(土地+建物)+車位,臺中市北屯區遼寧路一段160巷1~30號,10.82,住,,,1081207,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890218,97.30000000000001,2,2,1,有,有,5920000,60843,坡道機械,0.0,0,含增建或未登記建物。;,RPTNMLNJKHPFFBB77CA,14,1,0.0
北區,房地(土地+建物)+車位,臺中市北區東光東街61~90號,11.26,住,,,1081231,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831214,88.36,3,2,1,有,有,3900000,44138,坡道機械,0.0,0,,RPSPMLQJKHPFFBB18CA,17,1,0.0
北區,房地(土地+建物),臺中市北區健行路421~450號,4.32,住,,,1081228,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840526,34.08,0,0,0,無,有,1700000,49883,,0.0,0,,RPTPMLQJKHPFFBB28CA,16,0,0.0
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福七路151~180號,23.25,住,,,1081222,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031106,205.87,3,2,2,有,有,13800000,67033,坡道平面,55.06,0,,RPTOMLPKKHPFFBB18CA,15,2,3690836.98
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段421~450號,17.15,住,,,1090103,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030923,119.02000000000001,2,1,1,有,有,6480000,54445,坡道機械,0.0,0,,RPONNLQLKHPFFBB87CA,14,1,0.0
南屯區,房地(土地+建物)+車位,臺中市南屯區大業路151~180號,30.17,住,,,1081231,土地1建物2車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791120,283.19,4,2,3,有,有,19500000,68861,坡道平面,0.0,0,含增建或未登記建物。;,RPVNMLLMJHPFFCB08CA,15,1,0.0
西屯區,房地(土地+建物),臺中市西屯區永福路61~90號,12.56,住,,,1081212,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820817,122.2,3,2,2,有,有,7000000,57283,,0.0,0,,RPPSMLLMJHPFFCB97CA,14,0,0.0
南屯區,房地(土地+建物)+車位,臺中市南屯區豐富路181~210號,30.33,住,,,1081225,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980330,292.26,4,2,2,有,有,27000000,92383,坡道平面,59.18,0,,RPPQMLLMJHPFFCB77CA,15,2,5467225.94
西屯區,房地(土地+建物),臺中市西屯區福安路55巷1~30號,16.5,住,,,1081124,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880206,135.69,4,2,2,有,有,7900000,58221,,0.0,0,,RPXOMLNJKHPFFCB38CA,13,0,0.0
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南五路一段181~210號,26.41,住,,,1081215,土地1建物1車位2,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,226.82999999999998,3,2,2,有,有,18700000,82441,坡道平面,51.52,0,,RPQNMLNJKHPFFCB57CA,14,2,4247360.32
西屯區,房地(土地+建物)+車位,臺中市西屯區河南路三段151~180號,29.11,其他,,,1081110,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970627,282.81,4,2,2,有,有,27600000,105457,坡道平面,49.54,3000000,,RPXPMLKKKHPFFCB28CA,15,2,5224339.78
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段61~90號,7.98,住,,,1081220,土地1建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950816,145.98000000000002,3,2,2,有,有,11330000,76352,坡道平面,36.88,3000000,含增建或未登記建物。;,RPSOMLRJKHPFFCB28CA,22,1,2815861.7600000002
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道二段841~870號,17.26,商,,,1081231,土地1建物1車位2,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001228,254.2,4,2,2,有,有,21500000,84579,坡道平面,49.9,0,,RPWPMLNKKHPFFCB48CA,24,2,4220492.1
豐原區,房地(土地+建物),臺中市豐原區中正路695巷1~30號,10.04,住,,,1081230,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820208,98.47999999999999,3,2,2,有,有,3600000,36556,,0.0,0,,RPPOMLKMJHPFFDB57CA,16,0,0.0
西屯區,房地(土地+建物)+車位,臺中市西屯區東興路三段301~330號,14.98,住,,,1090104,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900713,202.43,4,2,2,有,有,15300000,75582,坡道平面,14.97,0,含增建或未登記建物。;,RPSOMLRLKHPFFCB48CA,14,1,1131462.54
西屯區,房地(土地+建物),臺中市西屯區中工二路91~120號,11.58,住,,,1081231,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830705,98.22,2,2,2,有,有,5200000,52942,,0.0,0,,RPQNMLMJLHPFFCB57CA,13,0,0.0
西屯區,房地(土地+建物)+車位,臺中市西屯區西苑一街61~90號,30.01,住,,,1081231,土地2建物1車位2,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031215,279.19,3,2,1,有,有,22000000,78799,坡道平面,68.22,0,,RPSPMLNKKHPFFCB08CA,17,2,5375667.78
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段151~180號,13.73,住,,,1081214,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801211,134.28,3,2,2,有,有,7680000,57194,坡道機械,0.0,0,含增建或未登記建物。,RPPNMLSJKHPFFCB97CA,16,1,0.0
西屯區,房地(土地+建物)+車位,臺中市西屯區逢大路61~90號,39.7,住,,,1081229,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940704,189.60000000000002,3,2,2,有,有,9100000,47996,坡道平面,0.0,0,,RPRNMLLMJHPFFCB67CA,14,1,0.0
北屯區,房地(土地+建物)+車位,臺中市北屯區柳陽西街61~90號,11.6,住,,,1090102,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,114.75,2,2,1,有,有,7900000,68845,坡道機械,12.56,0,,RPWQMLOKKHPFFBB58CA,14,1,864693.2000000001
東區,房地(土地+建物),臺中市東區旱溪東路一段1~30號,16.34,住,,,1081230,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810825,134.01,3,2,2,有,無,5250000,39176,,0.0,0,,RPVOMLOJKHPFFAB08CA,15,0,0.0
南區,房地(土地+建物)+車位,臺中市南區德富路121~150號,11.28,其他,,,1090110,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890518,144.07,3,2,2,有,有,8600000,59693,坡道平面,26.63,0,,RPQOMLNJKHPFFAB47CA,14,1,1589624.5899999999
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍子里大順一路601~630號,18.08,商,,,1081221,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020409,277.34000000000003,3,2,2,有,有,20700000,74638,坡道平面,26.77,0,,RPTOMLQJKHPFFAE38CA,24,1,1998059.26
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,5.16,商,,,1081231,土地1建物1車位0,十層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,120.61,3,2,2,有,有,4200000,34823,,0.0,0,,RPSOMLKKKHPFFBE87CA,35,0,0.0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁德街1~30號,8.57,商,,,1081231,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921128,92.52,2,2,1,有,有,6500000,70255,坡道機械,5.14,0,,RPRNMLNJKHPFFBE87CA,14,1,361110.69999999995
左營區,房地(土地+建物),高雄市左營區大中二路624巷1~30號,8.03,住,,,1081222,土地1建物1車位0,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841020,102.17,2,2,2,有,有,4000000,39150,,0.0,0,,RPOPMLMLJHPFFEE08CA,24,0,0.0
