鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,floor,parking,parking_price
汐止區,房地(土地+建物)+車位,新北市汐止區明峰街271~300號,31.83,住,,,1081129,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820414,234.73000000000002,5,2,3,有,有,18000000,81121,坡道平面,31.33,1500000,含增建或未登記建物。,RPTPMLMLJHPFFDF68DA,19,1,2541520.9299999997
土城區,房地(土地+建物)+車位,新北市土城區明德路一段29巷1~30號,17.35,住,,,1081222,土地3建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850203,130.56,3,2,2,有,有,11500000,88082,坡道平面,0.0,1600000,含增建或未登記建物。,RPQSMLNJKHPFFAF38DA,16,1,0.0
板橋區,房地(土地+建物),新北市板橋區雙十路二段121~150號,9.32,住,,,1081221,土地1建物1車位0,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860905,114.18,4,2,1,有,有,18430000,161412,,0.0,0,含增建或未登記建物。,RPROMLPJKHPFFAF28DA,24,0,0.0
新莊區,房地(土地+建物),新北市新莊區昌隆街61~90號,11.26,其他,,,1081223,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910819,104.46000000000001,3,2,2,有,有,12000000,114877,,0.0,0,含增建或未登記建物。,RPRQMLMLJHPFFBF38DA,13,0,0.0
三峽區,房地(土地+建物),新北市三峽區大觀路331~360號,13.6,住,,,1081229,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950127,103.4,3,0,3,有,有,8300000,80271,,0.0,0,隔間套房,RPRNMLRJKHPFFIF09CA,15,0,0.0
中和區,房地(土地+建物),新北市中和區福祥路61~90號,14.73,商,,,1081203,土地3建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881220,105.32,3,2,2,有,有,14300000,135777,,0.0,0,含增建或未登記建物。;,RPUNMLLMJHPFFHF88CA,14,0,0.0
三重區,房地(土地+建物)+車位,新北市三重區信義西街31~60號,21.58,住,,,1090106,土地1建物1車位3,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040722,316.83000000000004,4,2,3,有,有,39880000,152014,坡道平面,98.56,6700000,,RPWQMLTKKHPFFGF37CA,22,3,14982499.84
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段181~210號,67.79,住,,,1081215,土地1建物1車位2,十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050624,395.53999999999996,0,0,0,無,有,32720000,85568,坡道平面,43.54,2600000,,RPQOMLNJKHPFFEF28CA,27,2,3725630.7199999997
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段91~120號,19.79,住,,,1080731,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,152.68,0,0,0,無,有,7900000,56175,坡道平面,37.86,1450000,房地交易總價含機車停車位價款新台幣50000元機車停車位面積6.24平方公尺。,RPUPMLPKKHPFFEF09CA,13,1,2126785.5
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段121~150號,10.72,住,,,1080929,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,104.88,0,0,0,無,有,5600000,61922,坡道平面,37.86,1450000,房地交易總價含機車停車位價款新台幣50000元機車停車位面積6.24平方公尺。,RPVPMLPKKHPFFEF56CA,19,1,2344366.92
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段121~150號,17.55,住,,,1081120,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,138.62,2,1,1,有,有,7080000,55875,坡道平面,37.86,1450000,房地交易總價含機車停車位價款新台幣50000元機車停車位面積6.24平方公尺。,RPWPMLPKKHPFFEF66CA,19,1,2115427.5
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段91~120號,19.9,住,,,1081206,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,149.75,0,0,0,無,有,7890000,56474,坡道平面,34.83,1400000,房地交易總價含機車停車位價款新台幣50000元機車停車位面積6.24平方公尺。,RPXPMLPKKHPFFEF76CA,13,1,1966989.42
汐止區,房地(土地+建物),新北市汐止區建成路142巷1~30號,19.03,商,,,1081221,土地1建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860423,189.22,4,2,2,有,有,14900000,78744,,0.0,0,,RPRPMLMJLHPFFDF38CA,19,0,0.0
淡水區,房地(土地+建物),新北市淡水區中正路一段156巷1~30號,15.0,商,,,1081221,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801204,166.70999999999998,4,2,2,有,有,7500000,44988,,0.0,0,,RPUPMLLMJHPFFEF78CA,16,0,0.0
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段202巷1~30號,24.88,住,,,1090103,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,176.28,3,2,2,有,有,10150000,63169,坡道平面,31.43,1000000,,RPTTMLKMJHPFFEF98CA,14,1,1985401.67
淡水區,房地(土地+建物)+車位,新北市淡水區自立路1~30號,22.93,商,,,1081205,土地22建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810319,227.16,3,2,2,有,有,15600000,68677,坡道平面,0.0,0,含增建或未登記建物。;本案車位面積無法概算。本案另有獨立權狀車位。,RPOOMLKMJHPFFEF97CA,16,1,0.0
淡水區,房地(土地+建物),新北市淡水區新春街121~150號,12.91,住,,,1090108,土地2建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,76.93,2,2,1,有,有,6050000,78643,,0.0,0,,RPVOMLKMJHPFFEF68CA,15,0,0.0
汐止區,房地(土地+建物),新北市汐止區新台五路二段61~90號,10.09,住,,,1090107,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880812,98.93,2,2,2,有,有,9500000,96027,,0.0,0,,RPQOMLNJKHPFFDF18CA,17,0,0.0
新店區,房地(土地+建物)+車位,新北市新店區安忠路56巷1~30號,24.93,住,,,1081222,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0910417,180.12,3,2,2,有,有,13200000,73284,坡道平面,44.03,0,含增建或未登記建物。;,RPWNMLLMJHPFFCF58CA,14,1,3226694.52
泰山區,房地(土地+建物)+車位,新北市泰山區仁愛路100巷1~30號,11.24,商,,,1081231,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930601,125.7,3,2,2,有,有,10500000,83532,坡道平面,14.9,0,,RPORMLNJLHPFFBF18CA,13,1,1244626.8
林口區,房地(土地+建物)+車位,新北市林口區中山路511~540號,13.52,商,,,1081225,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,144.11,2,2,2,有,有,8200000,56901,坡道平面,32.43,0,,RPORMLOKKHPFFBF28CA,15,1,1845299.43
林口區,房地(土地+建物),新北市林口區文化三路二段1~30號,12.9,商,,,1081203,土地1建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,97.95,2,2,1,有,有,8200000,83716,,0.0,0,,RPWPMLPJKHPFFBF88CA,19,0,0.0
土城區,房地(土地+建物)+車位,新北市土城區學府路一段151~180號,22.6,其他,,,1081214,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890906,235.15,4,2,2,有,有,24500000,104189,坡道平面,26.54,0,,RPRPMLPJKHPFFAF28CA,14,1,2765176.06
土城區,房地(土地+建物),新北市土城區裕民路114巷1~30號,10.64,住,,,1081228,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810717,74.15,2,1,1,有,有,8800000,118678,,0.0,0,,RPXSMLMLJHPFFAF98CA,13,0,0.0
土城區,房地(土地+建物),新北市土城區金城路二段241~270號,12.09,住,,,1090102,土地2建物1車位0,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831205,155.94,4,2,2,有,有,14800000,94908,,0.0,0,,RPSNMLLMJHPFFAF97CA,20,0,0.0
土城區,房地(土地+建物),新北市土城區學府路一段126巷31~60號,24.36,住,,,1081224,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831215,148.66,3,2,2,有,無,15500000,104265,,0.0,0,,RPQPMLNJKHPFFAF97CA,13,0,0.0
土城區,房地(土地+建物)+車位,新北市土城區福安街61~90號,15.8,住,,,1081219,土地2建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921126,130.85,3,1,2,有,有,11100000,84830,坡道平面,0.0,0,,RPRNMLMKKHPFFAF87CA,13,1,0.0
林口區,房地(土地+建物)+車位,新北市林口區仁愛路二段511~540號,22.61,商,,,1081222,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,216.76999999999998,3,2,2,有,有,15850000,73119,坡道平面,39.18,0,,RPUPMLPJKHPFFBF68CA,19,1,2864802.42
新店區,房地(土地+建物)+車位,新北市新店區安祥路147巷31~60號,56.96,,山坡地保育區,丙種建築用地,1081230,土地1建物1車位1,一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830413,131.68,2,2,2,有,有,7500000,56956,坡道平面,0.0,0,含增建或未登記建物。;,RPROMLKMJHPFFCF08CA,16,1,0.0
新店區,房地(土地+建物)+車位,新北市新店區寶強路1~30號,25.21,商,,,1090103,土地1建物1車位1,十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030121,276.16,3,2,2,有,有,54000000,195539,坡道平面,29.09,0,,RPPPMLNJKHPFFCF08CA,29,1,5688229.51
新店區,房地(土地+建物)+車位,新北市新店區中央五街1~30號,17.75,住,,,1081127,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900305,157.73000000000002,4,2,2,有,有,22580000,143156,坡道機械,19.34,0,,RPUOMLLMJHPFFCF48CA,14,1,2768637.04
汐止區,房地(土地+建物)+車位,新北市汐止區新興路91~120號,30.69,住,,,1090101,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991109,203.93,4,2,2,有,有,18000000,88266,坡道平面,29.7,0,,RPWPMLNJKHPFFDF88CA,14,1,2621500.1999999997
汐止區,房地(土地+建物),新北市汐止區湖前街110巷97弄1~30號,38.85,,山坡地保育區,丙種建築用地,1081222,土地8建物1車位0,十八層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,121.33,1,2,1,有,有,9000000,74178,,0.0,0,,RPWNMLLMJHPFFDF68CA,25,0,0.0
新店區,房地(土地+建物)+車位,新北市新店區安成街2巷1~30號,17.32,住,,,1081224,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030708,142.68,3,2,2,有,有,15000000,105130,坡道平面,18.49,0,,RPUNMLNJLHPFFCF48CA,15,1,1943853.6999999997
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段211~240號,28.11,住,,,1081216,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041117,186.95999999999998,3,2,2,有,有,11000000,58836,坡道機械,25.14,0,另有一個機車位,RPPNMLNJKHPFFEF08CA,15,1,1479137.04
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段121~150號,21.82,住,,,1081203,土地1建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.73000000000002,3,1,2,有,有,10170000,74096,坡道平面,25.02,1300000,,RPXNMLPJKHPFFEF09CA,20,1,1853881.92
八里區,房地(土地+建物)+車位,新北市八里區龍米路二段31~60號,10.15,住,,,1090109,土地1建物1車位1,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,137.07,2,1,1,有,有,10000000,72961,坡道平面,36.02,0,,RPROMLQJKHPFFEF68CA,23,1,2628055.22
淡水區,房地(土地+建物),新北市淡水區水源街二段177巷31~60號,12.8,住,,,1090105,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,71.63,3,1,3,有,有,3780000,52771,,0.0,0,隔3間套房，有夾層,RPUNMLRJKHPFFEF98CA,13,0,0.0
中和區,房地(土地+建物)+車位,新北市中和區中興街121~150號,21.94,住,,,1081211,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860729,151.63,2,2,1,有,有,15200000,100244,坡道平面,32.05,0,含增建或未登記建物。;,RPWPMLNJKHPFFHF66CA,15,1,3212820.1999999997
樹林區,房地(土地+建物)+車位,新北市樹林區佳園路三段451~480號,17.51,住,,,1081230,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950425,135.74,3,2,2,有,有,10500000,77354,坡道平面,29.83,0,,RPQNMLLKKHPFFIF48CA,15,1,2307469.82
三峽區,房地(土地+建物),新北市三峽區大觀路301~330號,9.37,住,,,1081217,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950127,71.31,2,0,2,有,有,6000000,84140,,0.0,0,,RPOPMLOLKHPFFIF88CA,15,0,0.0
新莊區,房地(土地+建物),新北市新莊區中平路270巷7弄1~30號,14.16,住,,,1081117,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841018,108.17,3,2,2,有,有,10150000,93834,,0.0,0,含增建或未登記建物。,RPVSNLKMJHPFFBF98DA,16,0,0.0
新莊區,房地(土地+建物),新北市新莊區中平路82巷1~30號,9.1,其他,,,1081206,土地3建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901106,80.69,2,2,1,有,有,10060000,124675,,0.0,0,含增建或未登記建物。,RPWNMLTJKHPFFBF56DA,14,0,0.0
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路211~240號,14.03,住,,,1081125,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840114,177.76,3,2,2,有,有,8760000,56684,坡道平面,40.87,1000000,含增建或未登記建物。,RPPOMLRJKHPFFEF68DA,19,1,2316675.08
板橋區,房地(土地+建物)+車位,新北市板橋區重慶路241~270號,20.9,其他,,,1090131,土地1建物3車位2,九層,三十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0811208,309.28,4,1,2,有,有,30000000,96999,坡道平面,74.96,0,親友、員工或其他特殊關係間之交易。;,RPSOMLQLKHPFFAF78EA,32,2,7271045.039999999
三重區,房地(土地+建物)+車位,新北市三重區集英路61~90號,18.49,商,,,1081226,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040702,170.45,3,2,2,有,有,22880000,149465,坡道平面,32.09,2200000,含增建或未登記建物。,RPQNMLSJKHPFFGF98DA,19,1,4796331.850000001
汐止區,房地(土地+建物),新北市汐止區工建路91~120號,19.65,住,,,1081221,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981120,121.33000000000001,3,2,2,有,有,13000000,107146,,0.0,0,含增建或未登記建物。,RPSQMLOJKHPFFDF78DA,14,0,0.0
汐止區,房地(土地+建物)+車位,新北市汐止區明峰街61~90號,44.48,住,,,1081229,土地1建物1車位2,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020603,335.57,4,2,3,有,有,31880000,93686,坡道平面,37.98,4000000,含增建或未登記建物。,RPPQMLOJKHPFFDF48DA,24,2,3558194.28
淡水區,房地(土地+建物),新北市淡水區水源街二段177巷91~120號,12.89,住,,,1081227,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,71.81,3,2,1,有,有,4200000,58488,,0.0,0,含增建或未登記建物。,RPRQMLNJKHPFFEF68DA,13,0,0.0
汐止區,房地(土地+建物)+車位,新北市汐止區水源路二段22巷1~30號,27.07,住,,,1081220,土地2建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870814,177.98,3,2,2,有,有,12520000,70345,坡道平面,0.0,1700000,含增建或未登記建物。,RPRPMLLMJHPFFDF48DA,16,1,0.0
新店區,房地(土地+建物)+車位,新北市新店區溪園路361~390號,22.25,住,,,1081113,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921201,226.3,4,2,2,有,有,21000000,98763,坡道平面,29.87,1600000,含增建或未登記建物。,RPROMLKKKHPFFCF08DA,14,1,2950050.81
土城區,房地(土地+建物),新北市土城區裕民路114巷1~30號,10.64,住,,,1081208,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810717,73.99000000000001,2,2,1,有,有,9300000,125693,,0.0,0,含增建或未登記建物。,RPTOMLPJKHPFFAF48DA,13,0,0.0
三峽區,房地(土地+建物),新北市三峽區復興路42巷1~30號,7.56,住,,,1081213,土地1建物1車位0,一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,79.96000000000001,3,2,1,有,有,7100000,88794,,0.0,0,,RPVNMLPJKHPFFIF66CA,18,0,0.0
中和區,房地(土地+建物),新北市中和區南山路181~210號,11.56,住,,,1081220,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950623,122.14,3,2,2,有,有,16320000,133617,,0.0,0,含增建或未登記建物。;,RPWNMLNJKHPFFHF09CA,14,0,0.0
中和區,房地(土地+建物),新北市中和區民樂路1~30號,7.84,其他,,,1081230,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940426,93.07,2,2,1,有,有,10300000,110669,,0.0,0,含增建或未登記建物。依仲介公司提供之資料登錄,RPXNMLNJKHPFFHF56CA,14,0,0.0
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段121~150號,19.51,住,,,1081218,土地1建物1車位2,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970917,134.88,3,2,2,有,有,8350000,61907,坡道機械,20.5,0,,RPTNMLRJKHPFFEF88CA,20,2,1269093.5
淡水區,房地(土地+建物)+車位,新北市淡水區紅樹林路151~180號,22.26,住,,,1081231,土地1建物1車位1,二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060118,162.85000000000002,3,2,2,有,有,12980000,79705,坡道平面,36.3,0,親友、員工或其他特殊關係間之交易。;,RPQRMLLMJHPFFEF58CA,21,1,2893291.5
